,Description,Category,SubCategory1,SubCategory2,SubCategory3
325,A lot of rocks to orac.,Waste,Bulky waste,Bulky waste,Bulky waste
326,Large rocks to orac.,Waste,Bulky waste,Bulky waste,Bulky waste
327,All oil got on the road when a hose from the waste truck broke.,Waste,Chemical waste,Chemical waste,Chemical waste
328,"When picking up a bulky waste appointment, a hose from the waste truck broke.",Waste,Chemical waste,Chemical waste,Chemical waste
329,Oil got on the road when a hose from the waste truck broke.,Waste,Chemical waste,Chemical waste,Chemical waste
330,"When picking up a bulky waste appointment, a hose from the waste truck broke. Because of this all oil got on the road.",Waste,Chemical waste,Chemical waste,Chemical waste
331,"bulky waste was put on Thursday, October 8, but the buckets were not included.",Waste,Chemical waste,Chemical waste,Chemical waste
332,"On Thursday, October 8, buckets were not included.",Waste,Chemical waste,Chemical waste,Chemical waste
333,The trash was put out on October 8.,Waste,Chemical waste,Chemical waste,Chemical waste
334,There are buckets of paint on the street.,Waste,Chemical waste,Chemical waste,Chemical waste
335,The street has buckets of paint on it.,Waste,Chemical waste,Chemical waste,Chemical waste
336,There are buckets of paint outside.,Waste,Chemical waste,Chemical waste,Chemical waste
337,There are bucket of paint on the street.,Waste,Chemical waste,Chemical waste,Chemical waste
338,"Garbage bags have been removed, Christmas trees have also been removed, but the doors have been placed against a wall.",Waste,Bulky waste,Bulky waste,Bulky waste
339,Cars drive through the white paint on the road.,Waste,Chemical waste,Chemical waste,Chemical waste
340,Cars are driving through the white paint on the road.,Waste,Chemical waste,Chemical waste,Chemical waste
341,Cars have driven through the white paint on the road.,Waste,Chemical waste,Chemical waste,Chemical waste
342,A bucket of paint.,Waste,Chemical waste,Chemical waste,Chemical waste
343,A big bucket of paint.,Waste,Chemical waste,Chemical waste,Chemical waste
344,There is a bucket of paint.,Waste,Chemical waste,Chemical waste,Chemical waste
345,There is a big bucket of paint.,Waste,Chemical waste,Chemical waste,Chemical waste
346,A large bucket of paint.,Waste,Chemical waste,Chemical waste,Chemical waste
347,There is paint on the street that was squeezed by the garbage and now there is a fridge outside.,Waste,Chemical waste,Chemical waste,Chemical waste
348,There is paint on the street that was squeezed by the waste and now there is a fridge outside.,Waste,Chemical waste,Chemical waste,Chemical waste
349,Can the trail of paint be cleaned?,Waste,Chemical waste,Chemical waste,Chemical waste
350,There is a trail of paint left behind after the white crosses of a disabled parking lot were built.,Waste,Chemical waste,Chemical waste,Chemical waste
351,The whole street has become very slippery due to the sand spread throughout the street.,Waste,Bulky waste,Bulky waste,Bulky waste
352,Two cylinders of laughing gas are on the street.,Waste,Chemical waste,Chemical waste,Chemical waste
353,There are two cylinders of laughing gas on the street.,Waste,Chemical waste,Chemical waste,Chemical waste
354,All tiles and broken tiles should be removed.,Waste,Bulky waste,Bulky waste,Bulky waste
355,Please remove all tiles and broken ones.,Waste,Bulky waste,Bulky waste,Bulky waste
356,"If you have any questions, please contact us.",Waste,Bulky waste,Bulky waste,Bulky waste
357,There is a black barrel behind the barbed wire.,Waste,Bulky waste,Bulky waste,Bulky waste
358,A black barrel with grains is behind the barbed wire.,Waste,Bulky waste,Bulky waste,Bulky waste
359,The black barrel is behind the barbed wire.,Waste,Bulky waste,Bulky waste,Bulky waste
360,There is a lot of construction and demolition waste in the dunes.,Waste,Bulky waste,Bulky waste,Bulky waste
361,There is a lot of construction and demolition waste behind the fence.,Waste,Bulky waste,Bulky waste,Bulky waste
362,"There is a lot of construction and demolition waste in the dunes, just behind the fence.",Waste,Bulky waste,Bulky waste,Bulky waste
363,There are pots of paint on the road.,Waste,Chemical waste,Chemical waste,Chemical waste
364,There is a bucket of paint on the street.,Waste,Chemical waste,Chemical waste,Chemical waste
365,The street has a bucket of white paint on it.,Waste,Chemical waste,Chemical waste,Chemical waste
366,There is a bucket of white paint.,Waste,Chemical waste,Chemical waste,Chemical waste
367,A bucket of paint is on the street.,Waste,Chemical waste,Chemical waste,Chemical waste
368,Attempt 2 was reported about paint over the square and gray concrete blocks.,Waste,Chemical waste,Chemical waste,Chemical waste
369,There was an attempt to paint over the square and gray concrete blocks.,Waste,Chemical waste,Chemical waste,Chemical waste
370,Attempt 2 was reported about paint over the concrete blocks.,Waste,Chemical waste,Chemical waste,Chemical waste
371,It doesn't look like why nothing happens to it is reported.,Waste,Chemical waste,Chemical waste,Chemical waste
372,See the picture.,Waste,Chemical waste,Chemical waste,Chemical waste
373,There is paint on the road.,Waste,Chemical waste,Chemical waste,Chemical waste
374,You can see the picture.,Waste,Chemical waste,Chemical waste,Chemical waste
375,You can see the paint on the road.,Waste,Chemical waste,Chemical waste,Chemical waste
376,Paint on the road.,Waste,Chemical waste,Chemical waste,Chemical waste
377,Someone has lost a bucket of paint and hasn't cleared it out.,Waste,Chemical waste,Chemical waste,Chemical waste
378,Someone has lost a bucket of paint and hasn't cleaned it up.,Waste,Chemical waste,Chemical waste,Chemical waste
379,A person has lost a bucket of paint and hasn't cleared it out.,Waste,Chemical waste,Chemical waste,Chemical waste
380,A person has lost a bucket of paint and hasn't cleaned it up.,Waste,Chemical waste,Chemical waste,Chemical waste
381,"The report concerns molten plastic on the street, so I'm not sure if this is the right category.",Waste,Chemical waste,Chemical waste,Chemical waste
382,I'm not sure if this is the right category because of the report about molten plastic on the street.,Waste,Chemical waste,Chemical waste,Chemical waste
383,There is a section on the sidewalk next to a container.,Waste,Bulky waste,Bulky waste,Bulky waste
384,A construction container is next to a sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
385,A section of the sidewalk is next to a container.,Waste,Bulky waste,Bulky waste,Bulky waste
386,There is a big paint stain.,Waste,Chemical waste,Chemical waste,Chemical waste
387,The road has a big paint stain.,Waste,Chemical waste,Chemical waste,Chemical waste
388,There is a stain on the road.,Waste,Chemical waste,Chemical waste,Chemical waste
389,There are cans on public roads.,Waste,Chemical waste,Chemical waste,Chemical waste
390,Paint is dumped on public roads.,Waste,Chemical waste,Chemical waste,Chemical waste
391,There are two cans of paint dumped on public roads.,Waste,Chemical waste,Chemical waste,Chemical waste
392,The paint was dumped on public roads.,Waste,Chemical waste,Chemical waste,Chemical waste
393,Next to the oracs is a bucket of paint.,Waste,Chemical waste,Chemical waste,Chemical waste
394,There is a bucket near the oracs.,Waste,Chemical waste,Chemical waste,Chemical waste
395,Sir wants to know if the arrow was made by the municipality.,Waste,Chemical waste,Chemical waste,Chemical waste
396,Sir wants to know if the arrow was made by themunicipality.,Waste,Chemical waste,Chemical waste,Chemical waste
397,Sir would like to know if the arrow was made by the municipality.,Waste,Chemical waste,Chemical waste,Chemical waste
398,Sir wants to know if this is done by the municipality.,Waste,Chemical waste,Chemical waste,Chemical waste
399,Sir wants to know if the arrow was made by the city.,Waste,Chemical waste,Chemical waste,Chemical waste
400,There is a huge mess in front of the plastic container.,Waste,Chemical waste,Chemical waste,Chemical waste
401,There is a big mess in front of the plastic container on the Kamperfolielaan.,Waste,Chemical waste,Chemical waste,Chemical waste
402,"There's a huge mess in front of the plastic container, can someone clean it up?",Waste,Chemical waste,Chemical waste,Chemical waste
403,Can someone clean up the mess in front of the plastic container on the Kamperfolielaan?,Waste,Chemical waste,Chemical waste,Chemical waste
404,There is a pot of paint all over the street and a child is walking through it with her shoes on.,Waste,Chemical waste,Chemical waste,Chemical waste
405,There are two buckets of paint near the orac.,Waste,Chemical waste,Chemical waste,Chemical waste
406,My waste was not collected after paint was left with it.,Waste,Chemical waste,Chemical waste,Chemical waste
407,The paint was left with my waste.,Waste,Chemical waste,Chemical waste,Chemical waste
408,The paint was not collected.,Waste,Chemical waste,Chemical waste,Chemical waste
409,There was paint left with my waste.,Waste,Chemical waste,Chemical waste,Chemical waste
410,There is a pallet with bags of MP 75 and a large pallet with Diamond Board on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
411,Someone left a pallet with bags of MP 75 and a large pallet with Diamond Board on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
412,There is a pallet with bags of MP75 and a large pallet with Diamond Board on the sidewalk.,Waste,Bulky waste,Bulky waste,Bulky waste
413,There are things in the park.,Waste,Bulky waste,Bulky waste,Bulky waste
414,There are items in the park.,Waste,Bulky waste,Bulky waste,Bulky waste
415,There are wooden objects in the park.,Waste,Bulky waste,Bulky waste,Bulky waste
416,It is likely frying fat that was in the pan that has been removed.,Waste,Chemical waste,Chemical waste,Chemical waste
417,"There is a pan that has been removed, but there is still frying fat in it.",Waste,Chemical waste,Chemical waste,Chemical waste
418,There are tiles in green.,Waste,Bulky waste,Bulky waste,Bulky waste
419,The tiles are green.,Waste,Bulky waste,Bulky waste,Bulky waste
420,There are tiles deposited in green.,Waste,Bulky waste,Bulky waste,Bulky waste
421,"After laying 5G cable, construction waste is left behind.",Waste,Bulky waste,Bulky waste,Bulky waste
422,The construction waste was left behind after the 5G cable was laid.,Waste,Bulky waste,Bulky waste,Bulky waste
423,There are two large bags with stones in the Groenewegje.,Waste,Bulky waste,Bulky waste,Bulky waste
424,There are 2 large bags with stones in the Groenewegje.,Waste,Bulky waste,Bulky waste,Bulky waste
425,There are pavement tiles in the Laan van Wateringse Veld.,Waste,Bulky waste,Bulky waste,Bulky waste
426,The pavement tiles are in the Laan van Wateringse Veld.,Waste,Bulky waste,Bulky waste,Bulky waste
427,There are some pieces that have been forgotten.,Waste,Bulky waste,Bulky waste,Bulky waste
428,The pieces have been forgotten.,Waste,Bulky waste,Bulky waste,Bulky waste
429,The pieces have not been remembered here.,Waste,Bulky waste,Bulky waste,Bulky waste
430,There are some pieces that have not been remembered here.,Waste,Bulky waste,Bulky waste,Bulky waste
431,These pieces are not remembered here.,Waste,Bulky waste,Bulky waste,Bulky waste
432,"There is a metal box, a water hose, some packaging materials and some bricks in the parking lot.",Waste,Bulky waste,Bulky waste,Bulky waste
433,"There is a metal box, a water hose, some packaging materials and loose stones in the parking lot.",Waste,Bulky waste,Bulky waste,Bulky waste
434,"There is a metal box, a water hose, some packaging materials, and a pile of bricks in the parking lot next to the three construction fences.",Waste,Bulky waste,Bulky waste,Bulky waste
435,"More than two weeks ago there was work done by Dunea in the street, but I think there is still a road worker in the area.",Waste,Bulky waste,Bulky waste,Bulky waste
